id,start_date,end_date,lat,lon,country,l1,l2,l3,l4,l5,l6,seller_id,seller_name,stratum,property_type,surface_total,surface_covered,rooms,bathrooms,bedrooms,currency,operation,price,description,price_m2,freshness
3827724,2019-07-27 00:00:00.000000000,2262-04-11 23:47:16.854775807,-31.4456978,-64.1911883,Argentina,Argentina,Córdoba,Córdoba,,,,27530,MEZI Propiedades,,Casa,252,140,6,1.0,2.0,USD,Venta,150000,"MEZI Propiedades Vende Casa en el corazón de Barrio Ipona,  ubicada en calle Quirno Costa,   se encuentra casi al frente del colegio Dante Alighieri,  a una cuadra de Av. Javier Díaz de donde transitan varias líneas de colectivo, a  pocas cuadras del Hospital Militar y de ciudad universitaria.  El inmueble consta  de: Living  Comedor, Cocina separada,   Comedor,    2 dormitorios; 1baño ;  lavadero, cochera y patio. + INFO,☎ Comunicate al 0351- 4864455 ✆ WhatsApp al 351-688 0175✉ <br>",765.3061224489796,4 days 00:00:00.000000000
3827729,2019-07-27 00:00:00.000000000,2262-04-11 23:47:16.854775807,-31.44956,-64.1867584,Argentina,Argentina,Córdoba,Córdoba,,,,27530,MEZI Propiedades,,Oficina,24,24,2,1.0,,ARS,Alquiler,11000,"MEZI Propiedades ALQUILAOficina a estrenar en Barrio Jardín. Ubicada sobre calle Av. Valparaíso, a metros de Elías Yofre. Excelente zona comercial y de profesionales.En planta alta. Con una sup aprox. de 6 x 4 m. Un baño. Posee ventana que da a la calle, y otra contrafrente.Pisos de porcelanato, portero eléctrico.Alquiler: $11.000 con impuestos incluidos.+ servicios.No tiene expensas.+ INFO,☎ Comunicate al 0351- 4864455 ✆ WhatsApp al 351-688 0175✉ <br>",458.3333333333333,4 days 00:00:00.000000000
3827720,2019-07-27 00:00:00.000000000,2262-04-11 23:47:16.854775807,-31.443136,-64.1708427,Argentina,Argentina,Córdoba,Córdoba,,,,27530,MEZI Propiedades,,Casa,406,188,7,1.0,3.0,USD,Venta,30000,"MEZI Propiedades VENDE Casa con amplio terreno, ubicada en Barrio Villa Revol, sobre calle Necochea casi esq. Tandil, a dos cuadras de Av. O’Higgins y a pocas cuadras de Av. Ricchieri.  El inmueble consta de  Cocina; extenso living-comedor;  3 dormitorios amplios;  1 baño; gran patio de césped con quincho abierto; lavadero descubierto; una habitación de servicio/depósito.Al fondo de la propiedad, cuenta con un departamento de 3 ambientes: cocina-comedor y dos dormitorios.Posee los servicios de agua, luz y gas natural.  Antigüedad: 70 añosSup. Cub.: 188 m² aprox.Sup. Total: 406  m² aprox. (6,90 m frente x 58,90 m de fondo)+ INFO,☎  Comunicate al 0351- 4864455 ✆ WhatsApp al 351-688 0175✉ <br>",101.01010101010101,4 days 00:00:00.000000000
3827728,2019-07-27 00:00:00.000000000,2262-04-11 23:47:16.854775807,-31.4484877,-64.1925937,Argentina,Argentina,Córdoba,Córdoba,,,,27530,MEZI Propiedades,,Departamento,46,46,3,1.0,1.0,ARS,Venta,900000,"MEZI Propiedades VENDE: Inmueble ubicado en calle Beccar Varela  N° 648   Barrio San Fernando a una cuadra de Av. Valparaíso, a 2 cuadras de  José Javier Díaz, donde circulan varias líneas de colectivo,  a pocas  cuadras de Ciudad Universitaria y del Shopping Paseo del Jockey.Consta de un dormitorio amplio, cocina comedor, un baño, patio.  Ideal para inversión.  Superficie  46 mts.  Actualmente con renta. Venta: $ 900.000FECHA DE PUBLICACION: 16/04/2019+ INFO,☎ Comunicate al 0351- 486 4455 ( 9:00 a 16: 00 hs)✆ WhatsApp al 0351- 156 880175 ( 9:00 a 16: 00 hs)✉ <br>",19565.217391304348,4 days 00:00:00.000000000
3827713,2019-07-27 00:00:00.000000000,2262-04-11 23:47:16.854775807,-31.2296875,-64.2996856,Argentina,Argentina,Córdoba,Unquillo,,,,27534,COTTURA BIENES RAÍCES,,Casa,300,70,2,1.0,1.0,ARS,Venta,650000,"OPORTUNIDAD UNQUILLO, CASA A RECICLAR EN BARRIO GOBERNADOR PIZARRO.* 300 mts de terreno.* cocina, comedor.* 1 dormitorio* 1 baño.CUENTA CON ESCRITURA Y PLANOS.PRECIO DE VENTA $650.000 EN EFECTIVOPor consultas y visitas comunícate al teléfono de contacto.Maximiliano Cottura Asesor inmobiliario cpi 5661<br>",3513.5135135135133,4 days 00:00:00.000000000
3827714,2019-07-27 00:00:00.000000000,2262-04-11 23:47:16.854775807,-31.4825489,-64.5540627,Argentina,Argentina,Córdoba,San Antonio de Arredondo,,,,27534,COTTURA BIENES RAÍCES,,Casa,58,58,3,1.0,2.0,USD,Venta,68000,"SE VENDA CASA DOS DORMITORIOS, SOBRE AVENIDA PRINCIPAL EN SAN ANTONIO. DESTINO TURÍSTICO IDEAL. ENTORNO COMERCIAL. A 10 MINUTOS DE CARLOS PAZ.-INGRESO PARA DOS VEHÍCULOS, TECHADO.- COCINA COMEDOR- BAÑO COMPLETO.-2 DORMITORIOS, UNO CON PLACARD EMPOTRADO.- PARTE TRASERA, ASADOR Y GABINETE DE GUARDADO. BALCÓN DE MADERA AMPLIO Y ESCALERA CON BAJADA AL RIO. HERMOSA VISTA*SE VENDE AMOBLADO*<br>",1172.4137931034484,4 days 00:00:00.000000000
3827681,2019-07-27 00:00:00.000000000,2262-04-11 23:47:16.854775807,-31.4295179,-64.189878,Argentina,Argentina,Córdoba,Córdoba,,,,26320,MARTIN PERAZZO Bienes Raíces,,Departamento,42,40,2,1.0,1.0,ARS,Alquiler,8700,"Se alquila departamento de 1 dormitorios en el CORAZÓN DE NUEVA CÓRDOBA, Independencia 1180 - a mts. de Ciudad Universitaria y cerca de TODO.IDEAL ESTUDIANTEPiso 3Estar comedor con salida a balcónCocina semiintegrada con barra desayunadorBaño Dormitorio con placarAlquiler $8700 +  incremento semestral del 15%Expensas $2500Impuestos $700Aguas cordobesas: $280RequisitosGarantía propietaria + 2 recibos de sueldo (preferentemente de la Provincia de Córdoba)Martín Perazzo TE: 351 3985777<br>",212.1951219512195,4 days 00:00:00.000000000
3827679,2019-07-27 00:00:00.000000000,2262-04-11 23:47:16.854775807,-31.4429191,-64.1767169,Argentina,Argentina,Córdoba,Córdoba,,,,26096,Oronel Fay Inmobiliaria,,Departamento,90,80,5,2.0,3.0,ARS,Alquiler,18000,"ORONEL FAY INMOBILIARIA - ALQUILA HERMOSO departamento en Barrio JARDIN, COMPLEJO CERRADO LA HUERTILLA, sobre avenida Richieri, a un paso del Parque Sarmiento, a 5 minutos de Nueva Cordoba y diez del centro.La propiedad cuenta con living comedor amplio, dos balcones, uno con asador y otro con lavadero, ambos grandes, 3 dormitorios con placard, bano completo con banera y toilette. Cocina separada con salida a balcon, muebles de alacena y bajo mesada. Seguridad las 24hs. Cochera propia cubierta.ALQUILER $18.000 + expensas $6500 +municipalidad $828 + agua $386 + rentas $370.REQUISITOS: 2 garantes con recibo de sueldo de haberes netos superiores a $50.000 con al menos 2 años de antiguedad + 1 garantia propietaria (se puede cambiar por otro recibo de sueldo).Por visitas y consultas comunicarse con Hernán o Eduardo - lunes a domingo.Paola V. Oronel Fay | Corredora Publica Inmobiliaria matricula CPI-5474Eduardo Oronel | Corredor Publico Inmobiliario Matricula CPI-5107Consultas o visitas a nuestra oficina de lunes a viernes de 9 a 14hs. Esquiu 68 piso 6 oficina A, Barrio General Paz, ",211.76470588235293,4 days 00:00:00.000000000
3827680,2019-07-27 00:00:00.000000000,2262-04-11 23:47:16.854775807,-31.411173,-64.1897756,Argentina,Argentina,Córdoba,Córdoba,,,,26096,Oronel Fay Inmobiliaria,,Departamento,60,60,4,,2.0,ARS,Alquiler,12500,"ORONEL FAY INMOBILIARIA - ALQUILAHermoso dpto. en Barrio CENTRO, excelente ubicación sobre calle Jujuy al 200, tercer piso, contra frente. La propiedad cuenta con living comedor luminoso y amplio, cocina separada amplia con muebles de alacena, bajo mesada y con ventilacion natural, lavadero, dos dormitorios con placard, dos banos completos, uno con ducha y otro con banera.ALQUILER $12.500 ajuste semestral del 15% + expensas $1514 + municipalidad $575 + agua $265 + rentas $230REQUISITOS: 2 garantes con recibo de sueldo de $30.000 y 2 años de antiguedad + 1 garantia propietaria.Por consultas y visitas comunicarse con Eduardo o Hernan a los telefonos celulares, de lunes a domingo.Paola V. Oronel Fay | Corredora Publica Inmobiliaria matricula CPI-5474Eduardo Oronel | cel. 351 619 8931 | Corredor Publico Inmobiliario Matricula CPI-5107Consultas o visitas a nuestra oficina de lunes a viernes de 9 a 15hs.Esquiu 68 piso 6 oficina A, Barrio General Paz, ",208.33333333333334,4 days 00:00:00.000000000
3827676,2019-07-27 00:00:00.000000000,2262-04-11 23:47:16.854775807,-31.379649225,-64.2755816349,Argentina,Argentina,Córdoba,Córdoba,,,,25846,Inmobiliaria Incardona,,Casa,360,144,5,2.0,2.0,USD,Venta,220000,"Incardona Servicios Inmobiliarios, te ofrece:Hermosa casa en Valle Escondido, barrio Los Aromas, ubicado en la manzana 109, lote 41, a 100 mrts del ingreso principal.Características generales:Planta Alta: # 2 dormitorios, habitación principal con vestidor y salida a una amplia terraza. # Baño zonificado. # Posibilidades de construir un tercer dormitorio.Planta Baja:#Living.#Cocina comedor, con muebles bajo mesada y alacena.# Baño de cortesía.#Cochera cubierta con capacidad para 2 autos.#Cochera descubierta con capacidad para 2 autos.#Amplio patio con asador y galería.La propiedad se encuentra en excelente estado de conservación y mantenimiento, muy buena calidad constructiva, antigüedad de 7 años. Pisos flotantes en planta alta, aberturas de aluminio ionizadas, todas con rejas. Servicios: Luz, agua, gas natural, cloacas.Se transfiere por Cesión de Boleto de Compra-Venta. Expensas: $ 4.000 aprox.Llamanos!! 351-157365966 ó 351 -4566114<br>",873.015873015873,4 days 00:00:00.000000000
3827674,2019-07-27 00:00:00.000000000,2262-04-11 23:47:16.854775807,-31.4057385,-64.2078906,Argentina,Argentina,Córdoba,Córdoba,,,,25846,Inmobiliaria Incardona,,Departamento,40,40,2,1.0,1.0,USD,Venta,35000,"Incardona Servicios Inmobiliarios, te ofrece:Departamento ubicado sobre calle Arturo Orgaz al 258, 3 piso, a media cuadra de Av. Colón. Excelente oportunidad, de inversión en barrio Alberdi.Características: # Tercer piso, por escalera.# Contrafrente.#Living comedor.#Cocina integrada, con bajo mesada.#1 dormitorio, con placar.#1 baño completo.Se encuentra alquilado hasta Marzo de 2020 con renta de $5000. Estado general, muy bueno.Gran oportunidad de inversión, a un excelente precio, cerca del centro, de Avenidas principales y líneas de colectivo.LLamanos y coordinamos visita. 21197<br>",875.0,4 days 00:00:00.000000000
3827675,2019-07-27 00:00:00.000000000,2262-04-11 23:47:16.854775807,-31.4126905,-64.1667308,Argentina,Argentina,Córdoba,Córdoba,,,,25846,Inmobiliaria Incardona,,Departamento,40,40,2,1.0,1.0,USD,Venta,68000,"Incardona Servicios Inmobiliarios, te ofrece: Oportunidad de inversión!! Departamento, ubicado en calle Lima al 1200, en pleno Barrio General Paz, 7 piso, interno, sin balcón.Características generales: -1 dormitorio, amplio con placard e interiores. -Baño con bañera, guardas decorativas y bagnitori de diseño. -Cocina separada, con mueble bajo mesada, alacena y calefón. -Estar comedor, de forma geométrica regular. Actualmente alquilado en $ 7.100,hasta Mayo del 2020. Expensas $ 1.500Datos Generales: Composición de planta: 2 Torres de semipisos. Orientación: Sur. Frente sobre calle: Lima. Espacios Comunes: con sistemas de detección de humo contra incendio, escalera de escape, 1 ascensor automático bogamac por torre, con depósitos de basura por piso y sistema de iluminación y alarma de emergencia. Terraza con asadores: el edificio cuenta con 2 terrazas accesibles con asadores en la parte superior, de uso exclusivo para los propietarios del edificio. Documentación: Escritura, planos aprobados por la Municipalidad de Córdoba, Planos de Subdivisión y Mensura. Final de Obra. Llamanos al 4566114 ó 157365966 <br>",1700.0,4 days 00:00:00.000000000
3827673,2019-07-27 00:00:00.000000000,2262-04-11 23:47:16.854775807,,,Argentina,Argentina,Córdoba,Córdoba,,,,25846,Inmobiliaria Incardona,,Casa,50,50,3,1.0,2.0,ARS,Alquiler,9000,"Incardona Servicios Inmobiliarios, alquila casa, en calle Entre Ríos  N° 5537, de Barrio Acosta.Características Generales:# 2 dormitorios .# Living comedor.#Cocina.#Baño.#Patio con asador.Requisitos: 3 recibos de sueldo ó 2 recibos de sueldo, mas una garantía propietaria.Suba semestral 15% . El monto del alquiler, incluye impuestos Municipales y provinciales.1° semestre ...............$ 9.000.2° semestre................$ 10.400.3° semestre................$ 12.000.4° semestre................$ 13.800.Gastos a tener en cuenta para el ingreso:Mes alquiler: $ 9.000Honorarios Inmobiliaria.........$ 12.000Certificación de firmas $ 500 c/u ( Aprox. según escribano)Llamanos!! 351-4566114 ó 351-157-365966<br>",180.0,4 days 00:00:00.000000000
3827672,2019-07-27 00:00:00.000000000,2262-04-11 23:47:16.854775807,-31.4132921,-64.1891996,Argentina,Argentina,Córdoba,Córdoba,,,,25846,Inmobiliaria Incardona,,Departamento,40,40,2,1.0,1.0,ARS,Alquiler,8500,"Incardona Servicios Inmobiliarios, te ofrece: Departamento de 1 dormitorio en Barrio Centro, en calle 9 de Julio 409, esquina Sucre.Caracteríticas:# 1 dormitorio.# Living comedor.# Cocina separada, con bajo mesada.# 1 baño completo.# Amplio balcón que mira a calle Sucre.Se entrega parcialmente amoblado (heladera, mesa y sillas, televisor, mesa para televisor, cama de dos plazas, placar)Precio de alquiler $8500, con actualización del 12% semestral. Incluye impuesto Municipal y Rentas. El inquilino debe pagar expensas, agua, luz y gas.Monto de expensas, aproximado $1300.Requisitos: Titular con ingresos y recibos de sueldo o garantía propietaria.Llamanos! 21197<br>",212.5,4 days 00:00:00.000000000
3665962,2019-05-15 00:00:00.000000000,2262-04-11 23:47:16.854775807,-31.586409,-64.341519,Argentina,Argentina,Córdoba,Santa María,,,,26716,RE/MAX Cumbre,,Lote,3000,3000,4,1.0,2.0,USD,Venta,130000,"Corredor Responsable: Saul Bravo - Mat. 3104Contacto: Maria Angeles Ferrerira - MLS ID # 421161009-6<br><br><br>El terreno se encuentra en el country Campos del virrey, el cual es un emprendimiento ideal para quienes necesitan vivir en un lugar tranquilo pero por motivos de trabajo o de comodidad necesitan la cercanía de una gran ciudad. Ubicado estratégicamente y con la reciente construcción de la Autovía Córdoba-Alta Gracia hacen de Campos del Virrey un sitio privilegiado que nos permite habitar en la tranquilidad de este hermoso lugar y en pocos minutos estar en la ciudad de Córdoba o Alta Gracia.<br>Las comodidades que este lote brinda, además de su ubicación, es que cuenta con un quincho compuesto por 3 divisiones y un baño. Una pileta grande, especial para disfrutar en verano. <br>Podemos mencionar otras ventajas como:<br>- Guardias de seguridad las 24 hs.<br><br>-Servicio Interurbano de transporte cada 15 minutos tanto para Córdoba como para Alta Gracia.<br><br>-Cancha de tenis de polvo de ladrillo.<br><br>-Cancha de Fútbol.<br><br>-Quintas con arboles frutales.<br><br>-Circuito ecuestre y aerobico.<br><br>-Plazas de esparcimiento con arboles frutales.<br><br><br><br>No esperes más!! LLamanos y la Visitamos!!<br><br><br>En cumplimiento de la leyes provinciales vigentes que regulan el corretaje inmobiliario, Ley Nacional 25.028, Ley 22.802 de Lealtad Comercial, Ley 24.240 de Defensa al Consumidor, las normas del Código Civil y Comercial de la Nación y Constitucionales, los agentes/gestores NO ejercen el corretaje inmobiliario. Todas las operaciones inmobiliarias son objeto de intermediación y conclusión por parte de los martilleros y corredores colegiados, cuyos datos se exhiben debajo del nombre de la inmobiliaria.",43.333333333333336,77 days 00:00:00.000000000
3666388,2019-05-15 00:00:00.000000000,2262-04-11 23:47:16.854775807,-31.714428,-64.627552,Argentina,Argentina,Córdoba,Santa María,,,,14271,RE/MAX Activo,,Casa,2264,750,9,2.0,3.0,USD,Venta,240000,"Corredor Responsable: Matiaz Ruiz Moreno - CPCPI 4740Contacto: Cecilia Manzano - MLS ID # 420581067-110Todas las propiedades que figuran en mi perfil se encuentran a cargo del profesional matriculado de la oficina, la intermediación y la conclusión de las operaciones serán llevadas exclusivamente por el: MATIAS RUIZ MORENO CPCPI 4740<br><br><br><br><br>RE/MAX ACTIVO a cargo del martillero Matias Ruiz Moreno cpcpi 4740 VENDE <br>SAN CLEMENTE ESTA A 72 KM DE CÓRDOBA CAPITAL,FUE POSTA DEL CAMINO REAL,LA PRINCIPAL ACTIVIDAD ES EL TURISMO.<br>LA CASA TIENE UN  AMPLIO PREDIO DE TERRENO UBICADO EN UNA DE LAS PRINCIPALES CALLES DE SAN CLEMENTE Y SOBRE LA RUTA.<br>EL MISMO POSEE UNA SUPERFICIE DE 2.265 MTS CUADRADOS.<br>LA CASA SE VENDE AMOBLADA TAL COMO SE VE.<br>CONSTA DE UNA PROPIEDAD PRINCIPAL MAS UN ENORME, IMPORTANTE Y ÚNICO NEGOCIO EN "" POLIRUBRO "" <br>AMBAS PROPIEDADES CONSTAN CON UNA SUPERFICIE TOTAL DE 750 MTS CUBIERTOS.<br>LA VIVIENDA CUENTA CON:<br>- 3 DORMITORIOS CON PLACARD <br>- COCINA COMEDOR <br>- LIVING CON HOGAR <br>- LAVADERO CUBIERTO<br> - QUINCHO <br>- COCHERA CUBIERTA <br>- TERRENO PARQUIZADO <br>- AMPLIOS AMBIENTES <br>- VENTILACIÓN E ILUMINACIÓN NATURAL <br>ENTORNO PERFECTO PARA DISFRUTAR DE LA TRANQUILIDAD Y DE LA MEJOR CALIDAD DE VIDA <br>EL LOCAL COMERCIAL SE UBICA SOBRE LA RUTA S271 Y CUENTA CON HELADERA MOSTRADOR, 2 EXHIBIDORAS VERTICALES, 2 FREEZER, CORTADORA DE FIAMBRES, ESTANTERÍAS. TODO VALUADO EN APROXIMADAMENTE $150.000<br>ADEMAS EN EL COMERCIO/ALMACÉN POLIRUBRO DE 10 AÑOS DE ANTIGÜEDAD HAY MERCADERÍA POR $200.000.<br><br>SE ENTREGA FUNCIONANDO EL NEGOCIO Y SE INDICA FACTURACIÓN AL PACTARSE LA VISITA.<br><br>NO DUDES EN CONSULTAR Y VAMOS A VER LA PROPIEDAD!!",159.25680159256802,77 days 00:00:00.000000000
3666386,2019-05-15 00:00:00.000000000,2262-04-11 23:47:16.854775807,-31.408677,-64.216731,Argentina,Argentina,Córdoba,Córdoba,,,,14271,RE/MAX Activo,,Departamento,41,41,4,1.0,1.0,ARS,Alquiler,7600,"Corredor Responsable: Matiaz Ruiz Moreno - CPCPI 4740Contacto: Gonzalo Navarro - MLS ID # 420581096-15Todas las propiedades que figuran en mi perfil se encuentran a cargo del profesional matriculado de la oficina, la intermediación y la conclusión de las operaciones serán llevadas exclusivamente por el: MATIAS RUIZ MORENO CPCPI 4740<br><br><br><br><br>SE ALQUILA HERMOSO DEPARTAMENTO DE UN DORMITORIO A ESTRENAR A MEDIA CUADRA DE DUARTE QUIROS<br><br>Características del Departamento:<br><br># 1 dormitorio<br># Cocina con extractor separada<br>#Comedor<br># Frente con balcón<br># Baño<br><br>Ubicación:<br><br>El Dpto se encuentra sobre calle OCAÑA 244 a media cuadra de la DUARTE Y QUIROS, excelente ubicación.-<br><br>Para alquilar necesitas estar trabajando en blanco con una antigüedad mínima de 2 años; presentar una garantía propietaria y un recibo de sueldo.-<br><br>El precio del alquiler es de $7.600 y un aumento semestral. Expensas e Impuestos  bajos.<br><br>Los gastos al momento de firmar son Mes de Alquiler, Verificación de las Garantías, Honorarios Profesionales.-<br><br>Esperamos tu llamado!<br>",185.3658536585366,77 days 00:00:00.000000000
3666417,2019-05-15 00:00:00.000000000,2262-04-11 23:47:16.854775807,-31.206154,-64.28034,Argentina,Argentina,Córdoba,Córdoba,,,,15045,RE/MAX Jardín,,Casa,400,90,7,1.0,2.0,USD,Venta,97990,"Corredor Responsable: Carlos Borra - CPCPI 4900Contacto: Lorena Ariza Rosa - MLS ID # 420701047-65 <br><br>¿Te gustaría tu casa propia a estrenar en zona norte de la ciudad?<br><br>El equipo REMAX ofrece excepcional propiedad, ubicada dentro del barrio cerrado Villa Catalina , en un sector consolidado denominado Altos de Villa Catalina , precisamente manzana 16 lote 5 .<br>La vivienda está diseñada para disfrutar del máximo confort , con alta calidad constructiva ofrece amplios ambientes , plasmada en un entorno de tranquilidad , seguridad con acceso a todos los beneficios propios del lugar, cercana a la plaza del predio donde se encuentran aparatos para realizar actividad física , salón de usos múltiples, contando con todos los servicios, menos gas natural, quedando previsto en las instalaciones todo para futura conexión de gas natural, estando previsto todo para ampliar en planta Alta y todo lo necesario para conectar sistema de calefacción por calderas con radiadores.<br><br>La Propiedad cuenta de los siguientes espacios, distribuidos de la siguiente manera :<br>@ Fachada de frente moderna con aberturas de aluminio color negras , detalles símil piedra. <br>@ Pergola de frente , mas jardín .<br>@ Cochera para dos autos.<br>@ Dos Dormitorios , uno de ellos con puerta ventana hacia el jardín y placard.<br>@ Cocina separada con amoblamientos de primera linea y calidad.<br>@ Estar - Comedor con puerta ventana hacia el fondo.<br>@ Galería con Asador y mueble.<br>@ Baño de primera linea.<br>@ Lavadero con mueble de gran calidad .<br><br>ESCRITURA Y PLANOS APROBADOS !!!<br><br>Para lograr concretar el sueño de vivir en un lugar único o para inversión, no podes dejar pasar esta gran oportunidad !!<br>llámanos y vamos a verla !!<br><br>DATOS DE VILLA CATALINA<br><br>Respirar aire puro, en un importante marco de sierras y valles, a solo 25´de Córdoba. <br>Un lugar donde el aroma del campo no sólo se percibe en el ambiente, se siente en el cuerpo. Donde los espacios están pensados para que sientas todo el tiempo comodidad y segura libertad. En Villa Catalina te ofrecemos lotes desde 500 m2, para que comiences a vivir la vida que siempre quisiste para vos y tu familia... a dos minutos de Río Ceballos.<br>- Red de agua potable<br>- Calles consolidades<br>- Cableado subterráneo<br>- Cerco perimetral<br>- SUM<br>- Centro comercial (en el ingreso al loteo sobre ruta).<br><br>Con una accesibilidad directa, Villa Catalina está ubicada sobre Ruta Provincial E-53 (camino a Pajas Blancas) con accesos directos, cortas distancias y cerca de todo lo que hace falta.<br><br>https://goo.gl/maps/p7P6AJHm8jSt1S2RA<br><br>... a veinticinco minutos de Córdoba<br>... a cinco minutos del Aeropuerto Interncacional Córdoba<br>... a diez minutos de Villa Allende<br>... a dos minutos de Río Ceballos<br><br><br>Cada oficina es de propiedad y gestio´n independiente. En cumplimiento de la Ley Provincial 9.445, Ley Nacional 25.028, Ley 22.802 de Lealtad Comercial, Ley 24.240 de Defensa al Consumidor, las normas del Co´digo Civil y Comercial de la Nacio´n y Constitucionales, los agentes NO ejercen el corretaje inmobiliario. Todas las operaciones inmobiliarias son objeto de intermediación y conclusio´n por parte de los martilleros y corredores colegiados, cuyos datos se exhiben debajo del nombre de la inmobiliaria.",399.9591836734694,77 days 00:00:00.000000000
3666301,2019-05-15 00:00:00.000000000,2262-04-11 23:47:16.854775807,-31.393079,-64.144412,Argentina,Argentina,Córdoba,Córdoba,,,,6904,RE/MAX Docta,,Casa,250,193,8,1.0,3.0,USD,Venta,85000,"Corredor Responsable: Edgardo Tamarit - CPCPI 4228Contacto: Franco Guevara - MLS ID # 420401127-3 <br><br><br>SE VENDE CASA DE 3 DORMITORIOS EN AMPLIACION PUEYRREDON!<br><br>LA CASA CONSTA DE 193M2 CUBIERTOS Y 250 M2 DE SUPERFICIE TOTAL<br><br>SE ENCUENTRA UBICADA A 2 CUADRAS DE AV. BULNES<br><br>CUENTA CON:<br><br>- 3 DORMITORIOS<br>- COCINA/ COMEDOR<br>- COCHERA<br>- PATIO<br>- GALPÓN CONSTRUIDO AL FONDO DE 55 M2 (CON POCO DINERO SE PUEDEN TERMINAR 2 DEPARTAMENTOS)<br><br>- ESCRITURA. PERMUTA POR MAYOR. (GALPON EN ZONA GENERAL PAZ, JUNIORS)<br><br>ESTA LISTA PARA MUDARSE!<br><br>CON REMAX DOCTA MUDATE A LA VIDA QUE QUERÉS!",383.7471783295711,77 days 00:00:00.000000000
3666300,2019-05-15 00:00:00.000000000,2262-04-11 23:47:16.854775807,-31.4064,-64.481479,Argentina,Argentina,Córdoba,Punilla,,,,6904,RE/MAX Docta,,Departamento,80,67,4,1.0,1.0,USD,Venta,75000,"Corredor Responsable: Edgardo Tamarit - CPCPI 4228Contacto: Ing. Marcelo Del Llano - MLS ID # 420401124-8 <br><br>RE/MAX VENDE UN LUMINOSO DUPLEX EN EL COTIZADO BARRIO DE SANTA RITA, A METROS DE LA COSTANERA.<br>CARACTERÍSTICAS: EN UN PREDIO CON 10 UNIDADES, ESTA SE TRATA DE UNA UNIDAD ESPECIAL DENTRO DEL CONJUNTO, DESPEGADA DEL LOTE LONGITUDINAL Y CON TOTAL INDEPENDENCIA.<br>PB: COCINA/COMEDOR / AMPLIO DORMITORIO / BAÑO COMPLETO / PATIO TRASERO Y LAVADERO<br>PA: ENTREPISO DE MADERA CON ESPACIO PARA DORMITORIO O LIVING / SALIDA  TERRAZA PROPIA DE 20 M2 CON EXCELENTES VISTAS.<br>COCHERA PRIVADA<br><br>GRAN OPORTUNIDAD<br>ESTÁS A UN LLAMADO PARA ARREGLAR UNA CITA Y VISITARLO!!!",1020.4081632653061,77 days 00:00:00.000000000
3666309,2019-05-15 00:00:00.000000000,2262-04-11 23:47:16.854775807,-31.468157,-64.516413,Argentina,Argentina,Córdoba,Punilla,,,,11583,RE/MAX Palace,,Casa,668,280,10,4.0,6.0,USD,Venta,205000,"Corredor Responsable: Juan Manuel Quiroga - CPCPI 5191Contacto: Farid Fiad - MLS ID # 420431083-30<br><br>  REMAX ofrece a la venta DOS casas idénticas ubicadas a sobre la Ruta 14 frente al Country El Dorado 2. <br>  Cada una de las casas consta de 140 m2 (280 m2 en total) distribuidos de la siguiente forma:<br>  <br>    -3 habitaciones en planta alta, dos de ellas con balcón y vista a las sierras<br>    -2 baños, uno en planta alta y otro en planta baja<br>    -Cocina tipo americana con puerta al exterior<br>    -Living-comedor de generosas dimensiones, con puerta de acceso<br>    -Escalera vidriada que conecta las dos plantas<br>    -Cochera cubierta<br>    -Asador <br>    -Acceso privado desde la calle<br>TOTALMENTE EQUIPADAS Y AMOBLADAS. Ideal para alquiler temporario o permanente.<br><br>   Ademas entre las dos casas se ubica una pileta de dimensiones generosas, equipada con losetas anti calor y filtro de agua.<br>  En cuanto a la ubicación podemos decir que es una esquina, cuya calle conduce al vado de San Antonio y al río, quedando resguardada de crecidas repentinas. También tiene salida directa a Córdoba, Alta Gracia y Traslasierra por el nuevo camino Las Jarillas, evitando el tránsito de verano y el de la Ciudad de Villa Carlos Paz.<br>  ¡¡¡¡¡¡ PRECIO DE REMATE !!!!!<br> ",432.48945147679325,77 days 00:00:00.000000000
3666304,2019-05-15 00:00:00.000000000,2262-04-11 23:47:16.854775807,-31.418379,-64.198425,Argentina,Argentina,Córdoba,Córdoba,,,,11583,RE/MAX Palace,,Departamento,42,40,3,1.0,1.0,USD,Venta,73000,"Corredor Responsable: Juan Manuel Quiroga - CPCPI 5191Contacto: Claudio Vannucci - MLS ID # 420431025-91<br><br>DEPARTAMENTO CON MUY BUENAS TERMINACIONES, MUY ILUMINADO Y DE BUENA CATEGORÍA <br><br>CON GRAN BALCÓN<br><br>ULTIMAS UNIDADES A LA VENTA !!! <br><br>CARACTERISTICAS: <br><br>1 DORMITORIO CON PLACARD<br>COCINA SEMINITEGRADA<br>LIVING COMEDOR<br>BAÑO COMPLETO<br>VENTANAS GRANDES (PUERTA VENTANA)<br>GRAN BALCÓN<br><br>LISTO PARA HABITAR, CON TODOS LOS SERVICIOS <br>LUZ , GAS Y AGUA ",1780.4878048780488,77 days 00:00:00.000000000
